"","Progress","Age","Gender","Ethnicity","Education","Marital","Employment","Purpose","FreqUse","Nationality","ucla_1","ucla_2","ucla_3","ucla_4","ucla_5","ucla_6","ucla_7","ucla_8","ucla_9","ucla_10","ucla_11","ucla_12","ucla_13","ucla_14","ucla_15","ucla_16","ucla_17","ucla_18","ucla_19","ucla_20","OCI_1","OCI_2","OCI_3","OCI_4","OCI_5","OCI_6","OCI_7","OCI_8","OCI_9","OCI_10","OCI_11","OCI_12","OCI_13","OCI_14","OCI_15","OCI_16","OCI_17","OCI_18","OCI_19","OCI_20","OCI_21","OCI_22","OCI_23","OCI_24","OCI_25","OCI_26","OCI_27","OCI_28","OCI_29","OCI_30","OCI_31","OCI_32","OCI_33","OCI_34","OCI_35","OCI_36","OCI_socsup","OCI_dep","OCI_imp","OCI_att","Ucla_score","OCI_score","Purpose_G"
"173",100,37,1,1,4,1,1,"1,2,4,5,7,9",2,1,1,1,1,3,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,5,2,3,2,2,2,3,3,3,3,3,5,3,4,3,2,2,3,1,2,1,1,3,6,4,3,5,3,5,5,5,5,3,4,5,3,40,21,28,28,31,117,7
"174",100,34,2,1,5,1,5,"1,2,4,5,7,8,9",4,1,2,1,1,4,1,3,4,2,2,1,1,4,3,1,4,3,1,2,2,2,1,1,1,5,6,1,5,5,4,6,2,7,4,1,1,1,1,1,1,7,5,5,5,7,5,1,7,6,6,6,5,7,3,5,7,6,31,30,44,42,44,147,7
"175",100,30,2,1,4,1,2,"1,2,3,4,5,7,8,9",6,1,1,1,1,4,3,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,6,2,2,2,2,6,2,2,1,1,2,6,3,2,2,2,5,2,5,5,2,2,4,5,35,18,20,20,34,93,7
"176",100,22,2,5,3,2,6,"1,2,4,5,6,7,8,9",3,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,5,2,1,2,5,6,4,5,2,3,6,2,5,4,1,5,1,1,2,2,6,7,5,1,7,7,7,3,7,6,2,5,1,5,53,22,31,33,24,139,7
"177",100,24,2,1,4,2,1,"1,2,4,5,6,7,8,9",5,1,2,2,1,3,1,3,1,1,2,1,2,2,1,2,3,1,2,3,1,2,5,1,4,2,4,3,5,1,2,6,2,3,4,1,3,3,2,1,2,3,2,2,6,6,5,2,7,2,5,5,5,5,2,3,2,2,38,22,29,29,36,118,7
"178",100,45,2,1,5,1,1,"1,2,4,6,9",4,1,2,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,2,15,7,13,11,25,46,7
"179",100,45,2,1,4,1,2,"1,2,4,5,6,7,9",5,1,1,1,1,4,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,4,4,6,2,4,1,5,6,4,1,2,1,4,1,2,1,1,6,5,2,2,5,4,3,5,4,3,2,2,2,1,42,17,19,24,27,102,7
"180",100,30,1,1,5,1,6,"1,2,4,5,6,7",3,1,1,1,1,4,3,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,3,5,1,1,1,1,1,1,3,1,1,5,5,2,1,3,3,2,3,3,2,2,1,1,1,20,15,13,18,32,66,7
"181",100,19,2,1,3,2,6,"9",5,1,1,1,2,3,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,5,1,2,3,3,2,5,5,3,6,5,6,5,3,3,2,2,6,2,5,2,5,6,5,4,2,6,6,6,6,5,3,6,5,5,5,47,26,40,38,35,151,3
"182",100,23,2,2,4,2,6,"1",6,1,1,1,1,4,1,2,3,1,2,1,1,1,2,2,2,1,1,2,1,1,6,1,6,2,1,4,5,5,5,6,2,7,5,6,3,3,2,5,5,3,1,5,2,5,1,1,7,2,2,2,5,6,2,2,2,2,61,16,28,24,31,129,1
"183",100,48,1,1,5,3,4,"2,4,5,7,9",5,1,3,1,2,3,3,3,3,1,1,2,3,1,2,3,1,3,3,2,2,1,1,1,2,3,3,1,3,4,2,2,3,5,2,2,4,5,1,2,1,2,1,1,3,4,1,3,5,3,7,7,2,4,5,5,6,7,30,16,34,33,43,113,7
"184",100,63,2,1,3,3,7,"6,7,8",3,1,2,3,2,3,2,2,3,3,3,4,1,1,4,3,4,3,2,2,3,3,3,1,1,1,3,1,3,3,3,5,3,5,3,3,3,3,3,3,3,3,5,3,5,4,4,4,2,2,1,3,5,5,5,6,5,5,38,22,39,21,53,120,6
"185",100,74,2,1,1,4,5,"6,7,8,9",3,1,1,1,2,3,1,1,1,2,2,2,1,2,2,2,1,1,1,3,1,1,4,1,4,4,5,1,6,4,1,5,5,7,1,1,2,3,2,1,1,3,2,7,3,3,5,1,6,4,6,2,6,3,1,4,2,5,34,21,41,25,31,121,6
"186",100,35,2,1,4,1,5,"4,5,7,9",2,1,2,2,2,3,2,2,2,1,3,1,3,2,2,2,3,1,2,3,1,2,5,1,1,2,2,1,2,1,1,5,3,6,1,1,2,1,2,2,1,5,1,2,5,4,5,2,5,4,1,5,2,2,4,5,5,5,21,22,33,26,41,102,6
"187",100,47,1,1,5,1,4,"2,4",6,1,3,1,1,3,2,3,3,2,4,2,3,3,4,2,2,3,1,3,2,2,6,2,1,1,3,1,4,2,1,3,1,2,1,2,2,2,4,3,1,5,2,2,2,2,1,1,6,3,4,3,5,5,5,1,1,1,30,10,20,31,49,91,5
"188",100,43,2,1,3,1,1,"5,7,8,9",2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,19,6,10,11,23,46,6
"189",100,30,2,1,5,1,3,"1,3,4,5,7,8,9",5,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,5,1,5,4,1,1,1,1,1,1,4,1,1,6,5,3,1,6,1,2,1,1,1,1,5,4,5,20,20,26,16,25,82,7
"190",100,57,2,2,3,3,4,"2,7,9",4,1,1,1,4,1,1,2,3,3,1,2,1,3,1,1,1,2,1,1,1,1,5,1,1,1,1,1,2,1,1,2,2,6,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,22,7,17,7,32,53,7
"191",100,36,2,1,6,1,5,"1,2,4,5,9",2,1,3,3,2,3,2,2,3,2,2,3,3,2,2,3,3,2,3,2,3,2,2,1,1,2,5,2,2,1,2,6,4,3,1,2,2,1,1,4,1,5,1,5,4,5,1,1,5,4,5,3,5,5,5,4,5,5,25,21,33,32,50,111,7
"192",100,46,1,1,5,2,4,"1,2,4,7,8,9",5,1,2,3,4,2,2,3,3,1,2,2,3,3,4,3,1,2,3,3,2,2,1,1,1,2,1,3,3,1,1,3,1,6,2,2,2,1,4,1,2,1,1,6,4,6,1,1,6,2,6,6,5,2,2,2,1,1,24,19,23,25,50,91,7
"193",100,28,2,1,5,2,4,"9",4,1,2,1,1,3,1,3,3,1,2,1,1,1,1,2,1,1,1,2,1,1,3,1,3,1,1,1,5,4,2,7,3,6,4,1,1,2,1,7,1,1,4,1,7,5,1,1,4,5,1,5,4,5,5,7,7,6,38,22,37,26,30,123,3
"194",100,43,1,1,5,1,4,"2,7",4,1,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,1,2,1,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,4,5,4,5,5,1,24,10,20,26,25,80,4
"195",100,43,2,1,4,1,1,"2,4,5,7,9",5,1,3,1,1,2,3,3,4,3,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,5,1,1,1,4,7,1,7,1,1,1,1,1,4,1,6,4,5,1,4,1,1,7,1,7,1,7,1,4,1,1,1,25,13,29,27,36,94,7
"196",100,34,2,1,5,1,1,"2",5,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,3,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,4,1,1,1,1,1,2,3,4,18,10,17,11,26,56,1
"197",100,29,2,1,4,2,1,"5,6,7,8",4,1,1,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,2,2,4,5,2,5,2,4,2,3,4,2,2,5,2,5,2,6,2,3,5,5,2,6,6,2,5,2,5,2,2,2,2,5,50,19,28,25,35,122,6
"198",100,71,1,1,4,1,7,"2,5,6,7,8",4,1,2,1,1,4,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,4,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,4,1,3,1,1,1,1,1,28,6,10,12,28,56,7
"199",100,65,2,1,4,1,7,"1,4,7,9",3,1,1,4,4,3,2,2,2,2,2,2,3,4,3,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,6,4,1,1,1,2,2,1,1,1,1,1,1,1,1,5,2,2,1,2,2,1,1,1,1,19,6,18,14,46,57,7
"200",100,30,1,1,4,2,9,"1,2,4,5,6,7,8,9",6,1,2,2,1,3,2,2,2,1,4,1,1,3,1,2,2,1,1,3,2,2,6,2,4,3,1,5,6,6,2,4,2,5,5,4,2,5,4,5,2,5,2,6,3,5,2,2,3,4,4,2,5,3,4,1,1,1,57,19,25,25,38,126,7
"201",100,70,2,1,3,1,5,"5,6,7,8,9",5,1,1,1,4,4,1,1,1,3,1,1,1,3,4,1,1,2,1,1,1,1,1,1,1,3,4,1,4,6,1,2,1,6,4,1,1,4,2,4,2,4,1,5,1,3,1,2,4,2,5,1,3,1,1,1,1,1,34,12,22,18,34,86,6
"202",100,51,1,1,4,1,1,"4,5,7,8,9",4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,2,1,1,5,2,1,1,1,23,6,10,23,23,62,6
"203",100,57,2,1,4,2,1,"1,2,3,4,5,6,7,9",2,1,4,1,1,1,2,2,1,3,2,2,3,2,2,1,4,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,5,7,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,13,6,25,17,42,61,7
"204",100,52,2,1,4,3,1,"1,2,4,5,7,9",2,1,1,1,1,3,2,1,1,1,1,1,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1,1,1,14,6,10,12,28,42,7
"205",100,60,1,1,4,3,7,"1,4,5,7,8,9",4,1,2,1,1,3,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,5,1,3,1,1,2,2,6,4,5,1,2,6,2,1,1,2,1,1,1,1,1,2,3,1,2,6,1,5,1,5,1,1,1,5,2,40,13,17,16,28,86,7
"206",100,29,2,1,4,2,1,"2,4,5,6,7,8,9",6,1,1,1,1,4,1,1,3,2,2,2,1,1,3,2,2,2,3,2,2,2,6,1,5,5,4,1,6,6,1,4,4,7,4,4,1,1,2,4,2,6,2,3,6,6,5,1,6,6,6,6,6,6,6,2,2,2,47,23,33,42,38,145,7
"207",100,39,2,2,4,2,3,"10",5,1,4,2,2,3,1,2,2,1,1,3,2,2,2,3,1,2,3,2,1,1,5,1,2,2,2,2,4,2,1,5,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,6,22,7,40,58,1
"208",100,29,2,1,4,2,1,"1,2,4,5,7,8,9",5,1,2,1,1,3,3,1,3,2,1,1,2,3,3,3,2,2,2,3,1,2,1,1,1,6,6,5,1,5,1,6,1,6,4,1,6,1,1,5,1,1,6,1,6,6,5,1,6,2,5,2,1,2,3,5,7,7,28,26,50,21,41,125,7
"209",100,27,2,1,5,2,3,"9",3,1,3,3,2,3,3,3,3,2,1,2,2,2,3,3,3,2,2,3,3,3,4,3,2,3,4,2,3,4,5,5,3,3,5,2,1,2,2,4,4,2,1,1,1,3,1,4,4,5,2,5,4,3,4,4,5,4,45,14,30,25,51,114,3
"210",100,37,2,1,7,1,5,"1,4,5,7,8,9",3,1,2,1,1,3,3,3,3,1,3,1,1,2,3,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,4,3,4,1,1,1,1,1,1,1,1,1,5,4,3,1,4,2,1,1,1,1,1,1,1,1,1,18,15,18,8,36,59,7
"211",100,25,2,1,4,2,3,"1,4,5,7,8,9",6,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,5,1,2,3,4,7,5,7,7,2,2,5,2,4,1,2,3,2,6,7,5,2,7,5,5,6,5,6,5,5,6,6,42,27,43,36,25,148,7
"212",100,53,1,1,4,3,7,"7",5,1,1,3,3,4,1,1,4,4,1,2,3,2,3,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,4,1,7,4,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,20,10,19,9,44,58,2
"213",100,50,1,1,5,2,7,"1,2,4,5,7,9",4,1,1,3,3,1,1,2,2,2,2,3,2,4,4,3,2,2,2,1,4,3,1,3,3,3,3,4,5,5,5,4,1,3,2,3,3,7,6,6,5,4,3,3,2,2,4,3,6,6,6,5,4,3,2,2,4,3,53,18,31,32,47,134,7
"214",100,54,2,5,4,3,7,"2,7,9",3,1,1,4,4,3,2,2,2,1,1,2,1,4,3,1,1,1,1,2,1,1,2,1,1,1,1,2,3,2,2,1,2,1,6,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,1,2,1,1,29,9,13,12,38,63,7
"215",100,44,2,3,4,1,2,"5,7",1,1,1,1,1,4,1,1,1,2,1,1,1,3,3,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,14,6,10,11,31,41,2
"216",100,46,1,3,4,2,3,"5,6,7,9",3,1,3,1,1,4,1,2,1,2,3,1,1,3,2,2,4,2,1,1,1,2,6,1,1,1,1,1,3,5,1,6,3,7,4,3,1,3,1,1,1,1,1,3,5,5,1,2,7,7,1,1,5,1,1,7,3,6,36,18,34,19,38,107,6
"217",100,20,2,3,3,2,6,"1,4,5,6,7,8,9",6,1,3,3,3,2,2,2,3,3,3,2,3,2,4,4,4,3,3,3,2,3,5,2,3,2,6,3,5,5,4,7,7,7,2,2,5,5,4,2,2,6,5,6,5,6,6,5,7,5,7,7,7,7,6,5,5,7,50,30,55,45,57,180,7
"218",100,51,2,5,3,1,1,"4,5,7,9",2,1,1,1,1,4,3,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1,1,2,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,26,6,17,11,31,60,6
"219",100,18,2,3,3,2,6,"4,6,7,9",5,1,2,3,3,3,4,3,3,3,2,2,2,2,4,3,2,3,1,2,2,3,5,2,5,2,4,5,6,6,6,7,7,7,2,6,5,6,3,3,1,5,2,6,2,5,6,1,7,5,5,5,6,5,6,6,6,5,58,27,48,38,52,171,6
"220",100,66,1,1,3,1,7,"2,4,9",2,1,3,1,2,2,1,3,2,3,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,2,2,5,5,5,5,2,1,3,5,2,1,5,2,1,2,5,1,1,2,2,2,2,5,5,5,5,2,2,1,2,2,1,45,10,17,28,30,100,5
"221",100,31,2,5,7,2,8,"9",1,1,3,3,3,4,1,2,3,2,4,1,1,2,2,1,3,3,1,1,2,3,1,1,1,3,4,1,5,3,1,4,3,5,4,5,1,1,3,5,1,7,1,4,1,1,1,1,6,5,7,5,4,2,2,4,5,7,33,13,35,34,45,115,3
"222",100,59,1,1,3,1,7,"1,4,5,6,7,8,9",5,1,2,2,3,1,2,2,3,3,2,2,3,1,1,1,2,1,4,3,1,1,5,1,2,4,4,3,2,3,1,4,5,3,4,4,6,4,4,4,3,5,4,5,4,3,4,4,6,6,4,5,4,3,4,3,1,1,43,18,38,33,40,132,7
"223",100,26,2,1,5,2,1,"3,5,7,9",5,1,1,1,4,3,1,2,1,1,1,1,1,3,1,3,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,7,3,7,7,1,1,1,1,2,1,7,3,1,1,1,1,1,7,7,7,7,5,4,7,6,1,4,26,6,35,46,35,113,7
"224",100,41,2,1,3,2,1,"4,5,7,8,9",3,1,3,1,1,2,4,4,1,1,1,4,1,1,1,1,1,1,4,3,1,1,3,3,1,5,2,2,5,3,5,6,6,5,3,5,3,3,3,3,1,3,3,5,3,5,5,2,5,1,5,2,5,3,1,2,5,5,41,26,40,20,37,127,6
"225",100,25,2,1,5,2,1,"4,5,6,8,9",5,1,3,1,1,4,2,3,4,3,3,1,1,2,1,1,2,1,1,1,1,1,3,1,1,2,1,2,3,6,2,6,4,7,6,2,2,2,5,4,1,5,2,1,6,7,5,1,7,6,7,7,6,5,7,7,6,7,39,26,43,44,37,152,6
"226",100,24,2,2,4,2,3,"4,9",5,1,3,1,1,3,3,4,2,2,3,2,1,1,1,1,1,2,1,1,2,2,5,1,2,1,1,1,1,3,1,4,1,6,5,1,4,2,1,1,1,1,1,1,1,5,1,1,4,1,5,1,1,1,4,3,1,1,25,10,23,17,37,75,3
"227",100,32,2,3,4,1,1,"1,2,4,5,6,7,8,9",5,1,1,1,1,4,1,2,3,2,1,1,2,3,2,1,2,2,2,2,2,2,1,1,1,1,5,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,3,3,4,4,6,4,15,11,24,19,37,69,7
"228",100,46,1,1,3,1,1,"8",2,1,3,2,1,4,1,1,3,4,1,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,5,1,1,1,1,13,6,11,16,38,46,3
"229",100,63,2,1,4,1,7,"1,4,7,9",1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1,1,1,1,4,1,3,1,4,1,1,1,3,5,4,3,1,3,5,3,1,4,1,26,12,12,24,30,74,7
"230",100,35,2,1,4,1,1,"2,4,5,7,8,9",4,1,1,1,1,4,1,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,4,1,1,1,5,1,4,6,1,6,2,6,3,1,1,1,1,5,1,1,1,1,5,5,5,1,5,1,5,1,5,1,1,5,7,5,34,24,33,15,28,106,7
"231",100,31,2,1,4,2,3,"4,5,6,7,8,9",4,1,2,3,3,3,2,3,4,3,2,2,3,3,3,3,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,5,1,3,5,1,2,1,2,2,1,2,1,1,2,3,2,3,5,6,5,5,2,2,4,5,5,5,22,15,26,29,53,92,6
"232",100,54,2,1,4,3,1,"1,2,4,5,6,7,9",6,1,2,1,1,4,1,2,3,2,3,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,4,5,5,1,2,1,3,6,2,2,2,2,4,2,2,1,2,5,6,5,2,5,2,2,2,2,2,2,2,1,1,39,20,17,17,33,93,7
"233",100,62,2,1,3,1,7,"4,7,9",2,1,2,1,1,2,3,2,1,3,4,3,1,1,3,1,2,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,2,1,1,2,16,6,13,14,38,49,6
"234",100,36,1,6,4,1,1,"1,4,5",3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,2,1,6,7,5,3,3,5,1,6,2,3,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,4,4,4,4,2,7,7,39,15,33,18,23,105,7
"235",100,26,2,1,4,2,1,"8",5,1,1,1,1,3,1,1,3,1,1,2,1,2,1,2,1,2,2,2,1,2,4,1,1,1,1,1,3,1,1,4,1,3,3,1,1,1,1,1,1,4,1,1,1,1,1,3,2,2,3,5,4,1,1,2,2,3,25,7,18,18,31,68,3
"236",100,66,5,2,4,1,7,"4,6,7",5,1,1,4,3,3,2,2,3,3,2,2,2,4,4,4,1,1,1,3,2,2,6,2,5,5,1,7,5,2,4,5,5,5,1,1,1,4,2,6,1,1,1,3,1,1,1,1,2,2,1,1,1,3,4,1,5,3,44,13,29,14,49,100,6
"237",100,25,2,5,2,2,6,"4,9",4,1,2,3,3,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,7,7,46,26,43,27,51,142,3
"238",100,27,2,1,5,2,2,"9",3,1,1,2,1,4,1,1,2,1,4,1,1,2,1,1,2,1,1,4,1,1,2,1,1,2,2,1,2,3,1,6,2,7,2,1,1,2,1,6,1,5,1,1,5,5,1,1,6,7,7,7,7,7,6,5,2,2,30,15,29,45,33,119,3
"239",100,24,1,1,4,2,8,"1,2,4,5,6,7,8,9",3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,4,1,4,1,1,1,5,4,1,7,1,4,4,1,1,1,1,4,1,7,1,4,7,7,6,1,5,1,5,3,3,4,4,3,1,1,34,26,21,29,23,110,7
"240",100,25,2,1,4,2,1,"1,2,3,4,5,6,7,8,9",6,1,2,3,2,2,4,1,3,2,1,1,1,2,2,2,3,3,1,1,3,2,5,4,4,2,3,4,5,4,5,6,4,7,3,5,3,4,4,4,2,6,1,5,5,5,4,2,7,7,7,7,5,7,7,7,7,7,52,30,44,48,41,174,7
"241",100,60,1,1,4,1,7,"4",6,1,1,1,1,4,2,2,3,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1,5,6,1,5,2,7,6,5,1,1,1,5,1,1,1,2,1,5,1,2,5,1,1,1,5,1,1,1,3,1,41,13,21,11,31,86,3
"242",100,26,2,1,5,2,6,"1,9",5,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,5,6,1,4,2,6,6,1,1,2,2,1,1,1,1,1,4,5,1,1,5,5,1,5,4,1,1,5,5,5,31,17,28,19,27,95,5
"243",100,27,2,1,5,2,1,"1,2,4,8,9",3,1,2,1,1,4,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,1,4,3,1,1,1,2,1,1,5,1,1,1,6,1,1,5,2,4,5,4,5,5,2,2,1,18,12,19,31,32,80,5
"244",100,29,2,1,5,1,1,"1,2,4,5,7,8,9",3,1,1,1,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,5,5,2,2,4,4,6,2,6,4,5,2,3,2,5,2,5,2,3,4,5,3,1,5,6,6,6,6,6,6,5,5,5,47,21,40,40,41,148,7
"245",100,44,2,1,4,3,1,"1,2,5,7,8,9",4,1,2,2,2,3,3,3,3,1,2,2,1,3,3,3,2,2,1,2,1,1,1,1,1,1,1,5,3,5,2,2,1,2,5,5,1,1,1,1,2,1,1,1,6,2,2,1,6,1,1,1,2,1,1,1,1,1,34,13,12,12,42,71,7
"246",100,70,2,1,3,3,7,"4,5,7,9",2,1,1,4,4,3,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,6,1,4,3,1,2,5,6,1,5,1,4,6,1,2,3,2,3,1,3,2,5,1,3,2,1,5,6,2,5,6,5,5,5,2,1,45,14,26,31,33,116,6
"247",100,24,2,1,4,2,3,"1,4,5,7,9",5,1,2,1,1,3,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,1,3,1,1,1,2,2,4,3,2,5,1,5,4,2,1,1,1,1,1,1,1,2,3,5,3,1,3,2,1,5,1,1,1,7,5,3,26,19,27,14,30,86,7
"248",100,41,1,1,5,1,2,"1,2,4,5,7",6,1,2,1,1,4,2,3,1,4,4,2,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,6,1,7,6,7,6,1,1,1,1,4,1,1,1,2,1,7,3,1,6,2,1,1,1,1,1,7,7,7,29,21,39,13,36,102,7
"249",100,48,2,1,4,1,5,"5,7",2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,6,2,1,1,1,1,1,1,2,1,1,2,3,5,1,5,1,5,1,1,1,1,1,2,1,16,14,17,16,23,63,2
"250",100,21,2,1,4,2,6,"4,7,9",4,1,2,2,2,3,2,2,4,1,2,2,4,3,4,3,2,4,3,2,2,2,6,1,2,1,3,5,5,3,5,6,4,7,2,1,3,4,3,7,4,7,2,4,5,5,1,1,6,7,7,7,7,7,7,6,7,7,52,23,42,48,51,165,6
"251",100,44,1,1,5,1,4,"2,4,5,7,9",6,1,1,1,1,4,2,3,2,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,5,1,4,4,1,1,1,1,4,1,6,1,2,2,5,1,5,5,2,5,1,5,2,2,1,3,1,28,14,17,23,31,82,7
"252",100,44,1,1,4,1,1,"1,5,7,8,9",5,1,2,3,3,4,4,3,3,2,3,3,3,2,2,3,2,2,2,2,3,2,3,1,3,1,1,1,3,3,2,6,5,3,5,2,2,2,7,5,2,2,2,2,6,6,3,6,5,6,6,2,6,6,3,5,5,5,43,23,37,30,53,133,7
"253",100,57,1,1,4,1,7,"1,4,5,6,7,9",6,1,2,1,1,4,1,2,2,3,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,5,5,1,1,3,3,5,6,4,2,1,1,5,1,1,1,5,5,5,2,1,6,6,1,1,5,1,3,2,5,5,37,23,24,19,33,103,7
"254",100,45,2,1,4,1,1,"1,2,4,5,6",2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,5,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,6,21,7,24,52,7
"255",100,48,1,2,5,1,1,"7",3,1,3,3,2,2,2,3,2,4,1,2,3,2,3,3,2,2,2,2,3,3,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,5,5,1,1,6,1,5,1,5,5,1,1,1,1,20,14,13,20,49,67,2
"256",100,68,1,1,4,1,1,"2,4,5,6,9",4,1,1,1,1,4,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,7,1,1,1,1,1,1,1,3,1,1,1,1,1,1,6,1,1,1,1,1,1,2,1,1,13,6,18,14,28,51,7
"257",100,28,1,2,4,2,1,"9",6,1,1,1,4,3,1,1,2,3,1,1,2,2,3,2,1,1,1,3,1,1,5,1,2,2,7,1,4,4,2,4,4,6,4,2,5,5,2,2,1,2,2,5,5,6,4,4,6,6,6,6,6,4,7,5,6,5,42,27,42,37,35,148,3
"258",100,64,2,1,4,1,7,"1,4,6,7",4,1,1,1,1,4,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,6,1,2,1,1,1,5,2,2,1,1,2,2,1,1,5,1,2,1,1,1,1,1,1,1,21,8,16,13,27,58,7
